b,a
0.026782005997559588,1.0
0.06241164969820147,0.0
0.10436372888909298,0.0
0.1420444305722827,0.0
0.1643981848428633,0.0
0.1643981848428633,0.0
0.1420444305722827,0.0
0.10436372888909298,0.0
0.06241164969820147,0.0
0.026782005997559588,0.0
